"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","seasonal","annual","interannual","total","proportion_seasonal","proportion_annual","proportion_interannual"
1572,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_42.8_67_-73.85",15,42.8,-73.85,"extracted","Lithobates","sylvaticus","New York, USA",10,34.9,"tmax",0.7,"SD",9,"critical","onset_of_spasm","0.75",NA,NA,NA,NA,67,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,"8.3","SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","1898","5.2 years max (amphibio)",NA,"N","AmphiBIO",16.463627237463,91.0330762544589,0.863687133927296,108.360390625849,0.151933996752644,0.840095497337042,0.00797050591031429
1573,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_42.8_67_-73.85",15,42.8,-73.85,"extracted","Lithobates","sylvaticus","New York, USA",10,33.9,"tmax",0.5,"SD",11,"critical","righting_ability","0.75",NA,NA,NA,NA,67,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,"8.3","SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","1898","5.2 years max (amphibio)",NA,"N","AmphiBIO",16.463627237463,91.0330762544589,0.863687133927296,108.360390625849,0.151933996752644,0.840095497337042,0.00797050591031429
2247,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",0,36.4,"tmax",0.116,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
2248,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",0,36.4,"tmax",0.116,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
2249,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",24.5,36.4,"tmax",0.1,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","3.5w","weeks",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
2250,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",24.5,36.4,"tmax",0.1,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","3.5w","weeks",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
2155,"Plethodon cinereus","Plethodon","cinereus","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon cinereus_37.375_NA_-80.523",20,37.375,-80.523,"","Plethodon","cinereus","Mountain Lake, Virginia",30,34.7,"tmax",NA,NA,5,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"365","1-5 years (amphibio)","365","1-5 years (amphibio)","Y","0-1","genetic differentiation over as little as 200 m+ individuals move 30-40m to colonize new habitat (https://doi.org/10.1655/09-023.1)",NA,"41.2","TL - amphibio","7.8","78mm TL (amphibiaweb)","7.3","73mm TL (amphibiaweb)",NA,"","found in the leaf litter on the ground as well as under rocks+ logs+ or in small burrows but not dormant/seasonal (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.000104","1.15 m in diameter (amphibiaweb)","9125","25 years max (amphibio)",NA,"N","AmphiBIO",0.381722852089225,1.64970827095899,0.224407798842343,2.25583892189055,0.169215473846561,0.731305881350967,0.0994786448024726
2156,"Plethodon cinereus","Plethodon","cinereus","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.","Rohr","Plethodon cinereus_39.953_NA_-75.443",15,39.953,-75.443,"","Plethodon","cinereus","Ridley Creek State Park, Media, Pennsylvania",30,34.3,"tmax",NA,NA,12,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"365","1-5 years (amphibio)","365","1-5 years (amphibio)","Y","0-1","genetic differentiation over as little as 200 m+ individuals move 30-40m to colonize new habitat (https://doi.org/10.1655/09-023.1)",NA,"41.2","TL - amphibio","7.8","78mm TL (amphibiaweb)","7.3","73mm TL (amphibiaweb)",NA,"","found in the leaf litter on the ground as well as under rocks+ logs+ or in small burrows but not dormant/seasonal (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.000104","1.15 m in diameter (amphibiaweb)","9125","25 years max (amphibio)",NA,"N","AmphiBIO",14.7732315131786,76.9589284220709,0.746003915954553,92.4781638512041,0.159748322176341,0.832184866320407,0.0080668115032524
2163,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.113_NA_-84.059",20,35.113,-84.059,"","Plethodon","jordani","Cherokee County, North Carolina",30,35.1,"tmax",NA,NA,4,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",14.6230864442824,56.8985855482531,0.768412815306161,72.2900848078417,0.202283431858641,0.787086994011675,0.0106295741296849
2164,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.12_NA_-83.336",20,35.12,-83.336,"","Plethodon","jordani","Macon County, North Carolina",30,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",13.823627497455,55.1628197299202,0.729784345795101,69.7162315731702,0.198284204202094,0.791247869902784,0.0104679258951219
2165,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.12_NA_-83.336",20,35.12,-83.336,"","Plethodon","jordani","Macon County, North Carolina",30,35.1,"tmax",NA,NA,15,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",13.823627497455,55.1628197299202,0.729784345795101,69.7162315731702,0.198284204202094,0.791247869902784,0.0104679258951219
2166,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.219_NA_-82.778",20,35.219,-82.778,"","Plethodon","jordani","Transylvania County, North Carolina",30,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",15.975500323603,62.0381866266588,0.746994239620771,78.7606811898826,0.202835984684897,0.787679660579523,0.00948435473558002
2167,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.827_NA_-83.507",20,35.827,-83.507,"","Plethodon","jordani","Sevier County, Tennessee",30,35.2,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",13.823627497455,55.1628197299202,0.729784345795101,69.7162315731702,0.198284204202094,0.791247869902784,0.0104679258951219
2168,"Plethodon jordani","Plethodon","jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.","Rohr","Plethodon jordani_36.09_NA_-81.836",15,36.09,-81.836,"","Plethodon","jordani","Grandfather Mountain, Avery County, North Carolina",30,34.1,"tmax",NA,NA,11,"critical","Onset of spasms","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,"1825","AnAge","1095","AnAge",NA,"0-1","300m (https://doi.org/10.1111/j.0906-7590.2005.04042.x)",NA,"18.4","TL - amphibio",NA,NA,NA,NA,NA,"Winter","winter in their burrows deep underground (amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.0000028-0.0000115","30.3-123.5ft2 (https://www.biodiversitylibrary.org/part/101962#/details)","7227","19.8 years max (amphibio)",NA,"Y","AmphiBIO",14.6234596839715,55.1177420912922,0.70570150753799,70.4469032828017,0.207581298858051,0.782401206054833,0.0100174950871158
2200,"Pseudacris crucifer","Pseudacris","crucifer","Chordata","Amphibia","Anura","Hylidae",NA,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.","Rohr","Pseudacris crucifer_39.965_NA_-74.312",22,39.965,-74.312,"","Hyla","crucifer","Ocean County, New Jersey",7,34.8,"tmax",NA,NA,3,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"730","2-7 years (amphibio)","730","2-7 years (amphibio)","Y","0-1","average daily travel ranges from 6.1 - 39.6 m (https://animaldiversity.org/accounts/Pseudacris_crucifer/)",NA,"3.7","SVL - amphibio",NA,NA,NA,NA,NA,"Winter","hibernates under logs and in tree holes (https://animaldiversity.org/accounts/Pseudacris_crucifer/)","non-migratory","taxa",NA,NA,NA,"Nikki","0.0000012-0.0000055","1.2-5.5 m2 (https://animaldiversity.org/accounts/Pseudacris_crucifer/)","1825","5 years max (amphibio)",NA,"Y","AmphiBIO",1.88669614919288,2.29872678663695,0.176985771916033,4.36240870774587,0.432489543183534,0.526939803360319,0.0405706534561463
2251,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",20,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",0,38.2,"tmax",0.265,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
2252,"Pseudacris triseriata","Pseudacris","triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",20,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",0,38.2,"tmax",0.265,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,"120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","120","4-7 months+ from early-March/mid-May to end of summer (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","0-1","(Kramer+ D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.) and found to move 213m max from native pond (https://www.registrelep sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf) and ""do not disperse widely"" (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)",NA,"3.9","SVL - amphibio","2.56","25.6mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","2.47","24.7mm (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","Y","Winter","hibernates under refuge or in animal burrows (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.000641-0.006024","641-6024m^2 (https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_western_chorus_frog_0808_e.pdf)","1825","Max 5 years https://animaldiversity.org/accounts/Pseudacris_triseriata/",NA,"N","AmphiBIO",13.049675781353,63.6066019192127,0.703996395669267,77.360274096235,0.168687041686531,0.822212726910547,0.00910023140292272
